11.133631,15.829813,-0.337809,38.000000
11.959102,16.890461,-1.084610,5.000000
11.201540,15.808796,-0.338193,71.000000
11.286859,15.811919,-0.339100,52.000000
11.213106,15.604700,-1.007049,4.000000
11.304212,15.725695,-0.338053,47.000000
11.201570,15.480052,-1.001396,45.000000
10.320634,14.168694,-1.533592,3.000000
11.350838,15.571586,-1.009875,18.000000
11.388974,15.612468,-0.337320,4.000000
11.774877,16.088345,0.348001,7.000000
10.106002,13.772764,-1.494547,3.000000
11.489043,15.646176,-1.017306,27.000000
11.451695,15.583895,-0.337564,38.000000
11.828595,16.043922,0.347931,7.000000
9.950324,13.461819,-1.464565,9.000000
11.541217,15.602761,-1.017097,27.000000
11.542902,15.593654,-0.338647,57.000000
11.852341,15.959188,0.346989,7.000000
11.707646,15.752865,1.028611,29.000000
10.371945,13.935325,-2.132957,4.000000
9.825904,13.196889,-1.439464,3.000000
11.913042,15.988395,-1.044940,19.000000
11.634324,15.602959,-0.339729,52.000000
11.758618,15.712356,1.028506,19.000000
11.688843,15.607759,1.705986,15.000000
10.127590,13.508319,-2.072998,4.000000
9.761933,13.015867,-1.423428,2.000000
12.109048,16.133608,-1.057186,10.000000
11.718059,15.533457,1.702326,15.000000
9.949864,13.179979,-2.027662,4.000000
9.791698,12.961044,-1.421162,2.000000
11.804451,15.540525,1.707381,15.000000
11.677726,15.362556,2.369384,12.000000
9.815580,12.908145,-1.991102,8.000000
9.809127,12.890319,-1.417152,11.000000
11.735157,15.321229,2.369628,12.000000
9.699829,12.659362,-1.958197,12.000000
11.642193,15.188857,3.031075,2.000000
9.602925,12.523834,-1.380721,2.000000
9.606913,12.447844,-1.930654,15.000000
11.660122,15.102789,3.022001,10.000000
9.823174,12.718878,-1.405996,5.000000
9.534863,12.270140,-1.907987,23.000000
11.728331,15.087432,3.026695,4.000000
9.875081,12.698818,-1.407391,11.000000
11.609762,14.924135,3.675363,7.000000
10.040071,12.836843,-2.581169,2.000000
9.476081,12.107038,-1.887756,22.000000
9.911981,12.654857,-1.406345,5.000000
11.660397,14.887100,3.675745,22.000000
11.579350,14.773003,4.333457,4.000000
9.864525,12.517587,-2.524227,2.000000
9.410134,11.936704,-1.866307,26.000000
9.951155,12.613926,-1.405648,8.000000
11.606842,14.696819,4.323560,17.000000
9.722721,12.249442,-2.476984,5.000000
9.352582,11.774670,-1.846321,25.000000
9.991118,12.569571,-1.404776,8.000000
11.684767,14.689764,4.333457,4.000000
11.577754,14.544808,4.981231,7.000000
9.615799,12.023972,-2.438501,7.000000
9.311778,11.639647,-1.830234,14.000000
10.011277,12.505064,-1.401464,8.000000
11.607910,14.478686,4.972432,21.000000
9.516042,11.822895,-2.403772,10.000000
9.270635,11.509759,-1.814635,25.000000
10.004259,12.416150,-1.395015,11.000000
11.896004,14.753410,-0.993232,4.000000
9.427886,11.630014,-2.371234,11.000000
9.223210,11.369417,-1.797573,28.000000
9.925761,12.231086,-1.378107,16.000000
9.368478,11.474623,-2.346205,19.000000
9.182461,11.238767,-1.781974,28.000000
9.996132,12.230305,-1.381941,22.000000
9.917366,12.125283,-0.820942,5.000000
9.922713,12.127512,-0.273514,3.000000
9.929069,12.096451,0.273165,7.000000
9.914848,12.070534,0.818639,8.000000
9.317416,11.335149,-2.323991,19.000000
9.146535,11.119339,-1.767837,33.000000
10.065357,12.227638,-1.385602,30.000000
9.960145,12.035473,1.366776,11.000000
9.268751,11.196041,-2.302090,21.000000
9.108040,10.994098,-1.752969,33.000000
9.914935,11.963831,2.461027,1.000000
10.041858,12.112667,-1.376538,16.000000
9.917568,11.962747,3.020507,3.000000
10.092739,12.169729,-0.828583,8.000000
9.934241,11.974360,3.592019,3.000000
9.223685,11.058841,-2.280815,20.000000
9.085320,10.889073,-1.741269,37.000000
10.010007,11.988843,-1.366428,27.000000
10.197926,12.200922,-0.277563,3.000000
9.979161,11.934944,4.168540,4.000000
10.253909,12.224467,0.278506,7.000000
9.182189,10.931282,-2.261104,22.000000
